url,marque,id_variante,nom_attr_1,val_attr_1,nom_attr_2,val_attr_2,nom_attr_3,val_attr_3,nom_attr_4,val_attr_4,nom_attr_5,val_attr_5,nom_attr_6,val_attr_6,nom_attr_7,val_attr_7,designation,reference,sku,code_article_fournisseur,descritptif,prix_reference,prix_promo_unitaire,quantite_degressif_1,prix_promo_degressif_1,quantite_degressif_2,prix_promo_degressif_2,quantite_degressif_3,prix_promo_degressif_3,quantite_degressif_4,prix_promo_degressif_4
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600463,Couleur,BLEU,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE BLEU MEDIBASE,600463,600463,600463,"POMPES A SALIVE EMBOUT DETACHABLE BLEU MEDIBASE
 
Pompes à salive embouts détachables. Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile. Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Bleue.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. 
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600464,Couleur,Vert,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE VERT MEDIBASE,600464,600464,600464,"POMPES A SALIVE EMBOUT DETACHABLE VERT MEDIBASE
 
Pompes à salive embouts détachables. Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile.
Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Verte.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. 
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600465,Couleur,Orange,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE ORANGE MEDIBASE,600465,600465,600465,"POMPES A SALIVE EMBOUT DETACHABLE ORANGE MEDIBASE
 
Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile.
Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Orange.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600466        ,Couleur,Rose,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE ROSE MEDIBASE,600466        ,600466        ,600466        ,"POMPES A SALIVE EMBOUT DETACHABLE ROSE MEDIBASE
 
Pompes à salive embouts détachables. Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile.
Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Rose.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. 
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28570,Taille,XS,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28570,28570,28570,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28571,Taille,S,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28571,28571,28571,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28572,Taille,M,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28572,28572,28572,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28573,Taille,L,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28573,28573,28573,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28679,Taille,XL,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28679,28679,28679,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600070,Dimension,20x10cm,Forme,Striés,Modèle,Avec compartiments,,,,,,,,,PLATEAUX JETABLES ,600070,600070,600070,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600071,Dimension,18x14cm,Forme,Striés,Modèle,Avec compartiments,,,,,,,,,PLATEAUX JETABLES ,600071,600071,600071,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600072,Dimension,28x18cm,Forme,Striés,Modèle,Avec compartiments,,,,,,,,,PLATEAUX JETABLES ,600072,600072,600072,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600059,Dimension,28x18cm,Forme,Lisses,Modèle,Avec compartiments,,,,,,,,,PLATEAUX JETABLES ,600059,600059,600059,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600082,Dimension,20x10cm,Forme,Striés,Modèle,Sans compartiments,,,,,,,,,PLATEAUX JETABLES ,600082,600082,600082,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600083,Dimension,18x14cm,Forme,Striés,Modèle,Sans compartiments,,,,,,,,,PLATEAUX JETABLES ,600083,600083,600083,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,600084,Dimension,28x18cm,Forme,Striés,Modèle,Sans compartiments,,,,,,,,,PLATEAUX JETABLES ,600084,600084,600084,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,11620400,Dimension,20x10cm,Forme,Lisses,Modèle,Sans compartiments,,,,,,,,,PLATEAUX JETABLES ,11620400,11620400,11620400,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/plateaux-jetables-medibase.html,,11620400,Dimension,20x15cm,Forme,Lisses,Modèle,Sans compartiments,,,,,,,,,PLATEAUX JETABLES ,11620400,11620400,11620400,"PLATEAUX JETABLES 
Plateaux jetables striés ou lisses avec ou sans compartiments.
Le carton de 400 plateaux.",54.05,19.9,,,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600378,Couleur,Lavande,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM LAVANDE MEDIBASE,600378,600378,600378,"SERVIETTES PLASTIFIEES 45X33CM LAVANDE MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Lavande.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600371,Couleur,Bleu clair,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM BLEU CLAIR MEDIBASE,600371,600371,600371,"SERVIETTES PLASTIFIEES 45X33CM BLEU CLAIR MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Bleu clair.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600379,Couleur,BLANC,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM BLANC MEDIBASE,600379,600379,600379,"SERVIETTES PLASTIFIEES 45X33CM BLANC MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Blanc.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600380,Couleur,Jaune,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM JAUNE MEDIBASE,600380,600380,600380,"SERVIETTES PLASTIFIEES 45X33CM JAUNE MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Jaune.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600372,Couleur,Vert,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM VERT MEDIBASE,600372,600372,600372,"SERVIETTES PLASTIFIEES 45X33CM VERT MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Verte.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600374,Couleur,Rose,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM ROSE MEDIBASE,600374,600374,600374,"SERVIETTES PLASTIFIEES 45X33CM ROSE MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Rose.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600375,Couleur,Aqua,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM BLEU AQUA MEDIBASE,600375,600375,600375,"SERVIETTES PLASTIFIEES 45X33CM BLEU AQUA MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Bleu Aqua.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600370,Couleur,Bleu foncé,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM BLEU FONCE MEDIBASE,600370,600370,600370,"SERVIETTES PLASTIFIEES 45X33CM BLEU FONCE MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Azur.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600373,Couleur,Orange,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM ORANGE MEDIBASE,600373,600373,600373,"SERVIETTES PLASTIFIEES 45X33CM ORANGE MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Orange.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600376,Couleur,NOIR,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM NOIR MEDIBASE,600376,600376,600376,"SERVIETTES PLASTIFIEES 45X33CM NOIR MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Noir.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/serviettes-plastifiees-45x33cm-medibase-500.html,,600377,Couleur,Vert lime,Dimension,33x45cm,,,,,,,,,,,SERVIETTES PLASTIFIEES 45X33CM LIME MEDIBASE,600377,600377,600377,"SERVIETTES PLASTIFIEES 45X33CM LIME MEDIBASE
 
Serviettes plastifiées.
Qualité d'absorption excellente grâce à la structure nid d'abeille.
3 plis : 1 couche polyéthylène et 2 couches papiers en pure cellulose.
Le carton de 500 serviettes.
Couleur Lime.",33.35,18.5,2,13.9,,,,,,
https://www.promodentaire.com/gants-latex-non-poudres-maxter.html,,28587,Taille,S,,,,,,,,,,,,,Gants d’examen en latex non poudrés MAXTER,28587,28587,28587,"Gants d’examen en latex non poudrés MAXTER

très élastiques

Gants d’examens en latex sans poudre, ambidextres, micro-texturés, à usage unique.
Dispositif médical de classe I
Mandataire : Supermax.
La boîte de 100 gants",21.35,21.35,,,,,,,,
https://www.promodentaire.com/gants-latex-non-poudres-maxter.html,,28588,Taille,M,,,,,,,,,,,,,Gants d’examen en latex non poudrés MAXTER,28588,28588,28588,"Gants d’examen en latex non poudrés MAXTER

très élastiques

Gants d’examens en latex sans poudre, ambidextres, micro-texturés, à usage unique.
Dispositif médical de classe I
Mandataire : Supermax.
La boîte de 100 gants",21.35,21.35,,,,,,,,
https://www.promodentaire.com/gants-latex-non-poudres-maxter.html,,28589,Taille,L,,,,,,,,,,,,,Gants d’examen en latex non poudrés MAXTER,28589,28589,28589,"Gants d’examen en latex non poudrés MAXTER

très élastiques

Gants d’examens en latex sans poudre, ambidextres, micro-texturés, à usage unique.
Dispositif médical de classe I
Mandataire : Supermax.
La boîte de 100 gants",21.35,21.35,,,,,,,,
https://www.promodentaire.com/gants-latex-non-poudres-maxter.html,,28590,Taille,XL,,,,,,,,,,,,,Gants d’examen en latex non poudrés MAXTER,28590,28590,28590,"Gants d’examen en latex non poudrés MAXTER

très élastiques

Gants d’examens en latex sans poudre, ambidextres, micro-texturés, à usage unique.
Dispositif médical de classe I
Mandataire : Supermax.
La boîte de 100 gants",21.35,21.35,,,,,,,,
https://www.promodentaire.com/gants-latex-non-poudres-maxter.html,,28586,Taille,XS,,,,,,,,,,,,,,28586,28586,28586,,21.35,21.35,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-cobalt-maxter.html,,28556,Taille,XS,,,,,,,,,,,,,gants d’examen en nitrile bleu cobalt MAXTER,28556,28556,28556,"gants d’examen en nitrile bleu cobalt MAXTER
 
Gant d'examen en nitrile non poudré ambidextres, offrant une très bonne résistance aux agressions de produits chimiques et une souplesse étonnante permettant un toucher de grande sensibilité. Non stériles. Coloris bleu.
La boîte de 100 gants.
Dispositif médical de classe I. Mandataire : Supermax",25.85,25.85,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-cobalt-maxter.html,,28557,Taille,S,,,,,,,,,,,,,Gants d’examen en nitrile bleu cobalt MAXTER,28557,28557,28557,"Gants d’examen en nitrile bleu cobalt MAXTER
 
Gant d'examen en nitrile non poudré ambidextres, offrant une très bonne résistance aux agressions de produits chimiques et une souplesse étonnante permettant un toucher de grande sensibilité. Non stériles. Coloris bleu.
La boîte de 100 gants.
Dispositif médical de classe I. Mandataire : Supermax",25.85,25.85,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-cobalt-maxter.html,,28558,Taille,M,,,,,,,,,,,,,Gants d’examen en nitrile bleu cobalt MAXTER,28558,28558,28558,"Gants d’examen en nitrile bleu cobalt MAXTER
 
Gant d'examen en nitrile non poudré ambidextres, offrant une très bonne résistance aux agressions de produits chimiques et une souplesse étonnante permettant un toucher de grande sensibilité. Non stériles. Coloris bleu.
La boîte de 100 gants.
Dispositif médical de classe I. Mandataire : Supermax",25.85,25.85,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-cobalt-maxter.html,,28559,Taille,L,,,,,,,,,,,,,Gants d’examen en nitrile bleu cobalt MAXTER,28559,28559,28559,"Gants d’examen en nitrile bleu cobalt MAXTER
 
Gant d'examen en nitrile non poudré ambidextres, offrant une très bonne résistance aux agressions de produits chimiques et une souplesse étonnante permettant un toucher de grande sensibilité. Non stériles. Coloris bleu.
La boîte de 100 gants.
Dispositif médical de classe I. Mandataire : Supermax",25.85,25.85,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-cobalt-maxter.html,,28560,Taille,XL,,,,,,,,,,,,,Gants d’examen en nitrile bleu cobalt MAXTER,28560,28560,28560,"Gants d’examen en nitrile bleu cobalt MAXTER
 
Gant d'examen en nitrile non poudré ambidextres, offrant une très bonne résistance aux agressions de produits chimiques et une souplesse étonnante permettant un toucher de grande sensibilité. Non stériles. Coloris bleu.
La boîte de 100 gants.
Dispositif médical de classe I. Mandataire : Supermax",25.85,25.85,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600462,Couleur,Transparent,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE TRANSPARENT MEDIBASE,600462,600462,600462,"POMPES A SALIVE EMBOUT DETACHABLE TRANSPARENT MEDIBASE
 
Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile. Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Transparente.
Longueur 15 cm. Ø 6,5 cm.
 
Marquage CE0051.
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600463,Couleur,BLEU,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE BLEU MEDIBASE,600463,600463,600463,"POMPES A SALIVE EMBOUT DETACHABLE BLEU MEDIBASE
 
Pompes à salive embouts détachables. Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile. Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Bleue.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. 
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600464,Couleur,Vert,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE VERT MEDIBASE,600464,600464,600464,"POMPES A SALIVE EMBOUT DETACHABLE VERT MEDIBASE
 
Pompes à salive embouts détachables. Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile.
Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Verte.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. 
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600465,Couleur,Orange,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE ORANGE MEDIBASE,600465,600465,600465,"POMPES A SALIVE EMBOUT DETACHABLE ORANGE MEDIBASE
 
Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile.
Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Orange.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/pompes-a-salive-medibase-100.html,,600466        ,Couleur,Rose,,,,,,,,,,,,,POMPES A SALIVE EMBOUT DETACHABLE ROSE MEDIBASE,600466        ,600466        ,600466        ,"POMPES A SALIVE EMBOUT DETACHABLE ROSE MEDIBASE
 
Pompes à salive embouts détachables. Pompes à salive flexibles à usage unique en PVC Armées d'un fil métallique, mise en forme facile.
Idéales pour toutes les utilisations même sur muqueuses irritées.
Le sachet de 100 pompes.
Couleur Rose.
Longueur 15 cm. Ø 6,5 cm.
 

Marquage CE0051. 
Fabricant : Euronda S.p.A., Italie.",5.35,4.6,,,,,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28570,Taille,XS,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28570,28570,28570,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28571,Taille,S,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28571,28571,28571,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
https://www.promodentaire.com/gants-nitrile-bleu-screen-touch.html,,28572,Taille,M,,,,,,,,,,,,,GANTS NITRILE BLEU SCREEN TOUCH,28572,28572,28572,"GANTS NITRILE BLEU SCREEN TOUCH
Gants d'examen en nitrile non poudrés. Couleur bleue.
Gants à usage unique. 
La boite de 100 gants.",12.99,12.99,20,11.79,40,10.79,,,,
